id,time,city,residence_MOM,residence_YOY,residence_FBI,commercial_residence_MOM,commercial_residence_YOY,commercial_residence_FBI,second_hand_MOM,second_hand_YOY,second_hand_FBI
1542,2012年11月,厦门,100.2,99.9,105.7,100.2,99.9,105.7,100.3,99.1,101.7
1543,2012年11月,福州,100.2,100.2,104.2,100.2,100.2,104.2,100.4,98.5,94.8
1544,2012年11月,西安,100.1,100.5,105.1,100.2,100.5,105.1,100.1,98.4,101.2
1545,2012年11月,长春,99.7,99.2,103.7,99.7,99.2,103.7,100.3,99.7,101.0
1546,2012年11月,上海,100.2,99.2,101.2,100.2,99.2,101.2,100.2,99.7,102.0
1547,2012年11月,长沙,100.6,100.1,108.7,100.6,100.1,108.7,100.2,99.8,101.0
1548,2012年11月,南昌,100.0,100.0,106.7,100.0,100.0,106.7,100.4,100.7,100.0
1549,2012年11月,吉林,100.5,99.8,106.0,100.5,99.8,106.0,99.8,98.9,103.6
1550,2012年11月,包头,100.3,100.3,104.6,100.3,100.3,104.6,99.3,97.2,99.6
1551,2012年11月,呼和浩特,100.4,98.9,104.1,100.5,98.9,104.1,100.1,100.2,104.2
1552,2012年11月,岳阳,100.0,99.6,106.8,100.0,99.6,106.8,100.2,102.1,109.0
1553,2012年11月,桂林,99.9,99.7,106.0,99.9,99.7,106.0,100.1,99.6,101.7
1554,2012年11月,济宁,100.3,100.2,103.7,100.3,100.2,103.7,99.9,99.6,105.1
1555,2012年11月,常德,100.1,99.1,104.5,100.1,99.1,104.5,98.8,97.2,104.9
1556,2012年11月,大理,99.9,99.6,101.3,99.9,99.6,101.3,99.9,99.4,102.7
1557,2012年11月,沈阳,100.4,99.3,105.7,100.4,99.3,105.7,100.3,99.6,103.9
1558,2012年11月,平顶山,99.8,99.5,104.4,99.8,99.5,104.4,100.0,98.9,105.4
1559,2012年11月,湛江,100.5,101.3,106.8,100.5,101.3,106.8,100.0,100.4,106.6
1560,2012年11月,武汉,100.5,99.8,104.1,100.5,99.8,104.1,100.2,100.2,101.9
1561,2012年11月,太原,100.3,100.3,102.1,100.3,100.3,102.1,100.5,104.7,110.3
1562,2012年11月,温州,99.2,87.6,83.3,99.2,87.6,83.3,99.6,90.1,89.4
1563,2012年11月,丹东,100.0,99.4,107.4,100.0,99.4,107.4,99.8,100.0,102.3
1564,2012年11月,北京,100.6,100.7,103.4,100.8,100.7,103.4,100.3,99.8,99.5
1565,2012年11月,杭州,99.9,91.8,92.0,99.9,91.8,92.0,100.1,96.7,94.8
1566,2012年11月,烟台,99.9,98.7,102.7,99.9,98.7,102.7,99.7,95.1,98.5
1567,2012年11月,石家庄,100.4,101.2,109.4,100.4,101.2,109.4,100.0,97.7,97.8
1568,2012年11月,北海,100.4,99.5,101.8,100.4,99.5,101.8,100.0,99.4,101.3
1569,2012年11月,惠州,100.2,99.8,104.7,100.2,99.8,104.7,100.2,99.3,104.4
1570,2012年11月,无锡,100.1,100.2,101.9,100.1,100.2,101.9,100.0,98.6,103.4
1571,2012年11月,九江,100.2,99.2,102.5,100.2,99.2,102.5,100.2,99.2,101.0
1572,2012年11月,青岛,100.0,95.8,99.3,100.0,95.8,99.3,100.0,98.2,100.0
1573,2012年11月,锦州,100.7,100.0,105.3,100.7,100.0,105.3,99.0,98.8,99.0
1574,2012年11月,安庆,100.3,99.6,103.5,100.3,99.6,103.5,100.1,98.0,99.1
1575,2012年11月,南京,100.2,99.9,100.3,100.3,99.9,100.3,100.3,99.1,97.2
1576,2012年11月,南充,100.5,100.4,100.4,100.5,100.4,100.4,100.1,99.5,100.8
1577,2012年11月,韶关,100.5,101.1,107.4,100.5,101.1,107.4,100.5,101.0,104.2
1578,2012年11月,襄樊,100.4,99.0,105.5,100.4,99.0,105.5,100.1,100.2,105.8
1579,2012年11月,郑州,100.2,99.9,106.9,100.2,99.9,106.9,100.1,99.4,103.0
1580,2012年11月,宜昌,100.3,100.0,104.4,100.3,100.0,104.4,100.0,96.8,98.9
1581,2012年11月,海口,100.5,99.7,101.5,100.5,99.7,101.5,99.9,98.4,95.2
1582,2012年11月,哈尔滨,100.6,99.8,103.6,100.6,99.8,103.6,99.9,98.7,98.6
1583,2012年11月,济南,100.1,99.4,102.9,100.1,99.4,102.9,99.8,99.0,101.8
1584,2012年11月,天津,100.4,100.4,104.0,100.5,100.4,104.0,100.9,102.1,101.2
1585,2012年11月,合肥,100.3,100.0,102.3,100.3,100.0,102.3,100.0,98.0,99.4
1586,2012年11月,成都,100.4,99.9,103.0,100.4,99.9,103.0,100.2,98.1,98.7
1587,2012年11月,乌鲁木齐,100.6,102.0,111.7,100.6,102.0,111.7,100.0,98.2,106.8
1588,2012年11月,洛阳,100.2,99.2,106.4,100.2,99.2,106.4,100.1,97.6,105.1
1589,2012年11月,大连,100.2,101.1,106.7,100.2,101.1,106.7,100.0,103.1,105.8
1590,2012年11月,金华,100.3,92.7,96.4,100.3,92.7,96.4,99.8,96.5,93.9
1591,2012年11月,昆明,100.5,100.8,106.8,100.6,100.8,106.8,100.5,101.9,105.7
1592,2012年11月,西宁,100.4,101.7,109.2,100.4,101.7,109.2,100.1,101.3,107.5
1593,2012年11月,重庆,100.5,100.6,103.9,100.6,100.6,103.9,100.1,100.3,100.4
1594,2012年11月,唐山,100.3,99.8,101.6,100.3,99.8,101.6,100.0,97.5,102.0
1595,2012年11月,秦皇岛,99.9,100.3,107.0,99.9,100.3,107.0,100.2,99.4,101.1
1596,2012年11月,深圳,100.6,99.3,103.2,100.6,99.3,103.2,100.3,100.0,104.2
1597,2012年11月,泸州,100.9,101.0,103.3,101.0,101.0,103.3,100.1,100.0,100.5
1598,2012年11月,蚌埠,100.0,99.3,103.1,100.0,99.3,103.1,99.9,100.2,104.4
1599,2012年11月,南宁,100.1,99.4,101.9,100.1,99.4,101.9,100.0,100.3,102.0
1600,2012年11月,宁波,100.0,92.5,93.0,100.0,92.5,93.0,99.8,94.8,92.2
1601,2012年11月,兰州,100.4,100.1,107.4,100.4,100.1,107.4,100.0,98.0,98.3
1602,2012年11月,银川,100.5,101.3,104.9,100.5,101.3,104.9,100.4,98.8,102.3
1603,2012年11月,三亚,100.1,99.1,100.5,100.1,99.1,100.5,100.1,96.2,93.8
1604,2012年11月,遵义,100.1,100.6,106.0,100.1,100.6,106.0,99.1,98.6,106.6
1605,2012年11月,扬州,99.9,99.2,103.2,99.9,99.2,103.2,99.8,95.8,98.4
1606,2012年11月,贵阳,100.0,100.8,106.0,100.0,100.8,106.0,100.0,100.3,107.8
1607,2012年11月,牡丹江,100.4,99.9,106.8,100.4,99.9,106.8,100.0,97.4,101.3
1608,2012年11月,赣州,100.1,99.2,104.3,100.1,99.2,104.3,99.9,99.6,98.8
1609,2012年11月,徐州,100.3,99.1,102.6,100.3,99.1,102.6,100.0,100.5,97.9
1610,2012年11月,广州,100.6,100.7,105.3,100.6,100.7,105.3,100.5,101.7,105.4
1611,2012年12月,泉州,100.1,99.1,100.1,100.1,99.1,100.1,100.0,96.9,96.2
1612,2012年12月,厦门,100.5,100.7,106.3,100.6,100.7,106.3,100.5,100.5,102.2
1613,2012年12月,福州,101.1,101.4,105.3,101.1,101.4,105.3,100.4,99.9,95.2
1614,2012年12月,西安,100.2,100.8,105.3,100.3,100.8,105.3,100.2,98.7,101.4
1615,2012年12月,长春,100.5,100.1,104.3,100.6,100.1,104.3,100.2,100.7,101.1
1616,2012年12月,上海,100.6,100.0,101.7,100.7,100.0,101.7,100.4,100.4,102.3
1617,2012年12月,长沙,100.1,100.7,108.8,100.1,100.7,108.8,100.1,100.0,101.2
1618,2012年12月,南昌,100.5,101.1,107.3,100.6,101.1,107.3,100.4,101.6,100.4
1619,2012年12月,吉林,100.0,100.0,106.0,100.0,100.0,106.0,99.9,98.9,103.4
1620,2012年12月,包头,100.1,100.6,104.7,100.1,100.6,104.7,100.5,98.6,100.1
1621,2012年12月,呼和浩特,100.1,99.2,104.1,100.1,99.2,104.1,100.1,100.3,104.3
1622,2012年12月,岳阳,100.0,99.9,106.8,100.0,99.9,106.8,100.3,102.4,109.3
1623,2012年12月,桂林,99.9,99.8,105.8,99.9,99.8,105.8,100.0,99.6,101.7
1624,2012年12月,济宁,100.0,100.3,103.6,100.0,100.3,103.6,99.8,99.8,105.0
1625,2012年12月,常德,100.9,100.3,105.4,100.9,100.3,105.4,99.5,96.6,104.5
1626,2012年12月,大理,100.2,99.8,101.5,100.2,99.8,101.5,99.9,99.4,102.6
1627,2012年12月,沈阳,100.2,99.7,105.9,100.2,99.7,105.9,100.1,99.7,104.0
1628,2012年12月,平顶山,100.3,99.8,104.6,100.3,99.8,104.6,100.1,99.2,105.4
1629,2012年12月,湛江,100.4,101.7,107.2,100.4,101.7,107.2,100.1,100.5,106.8
1630,2012年12月,武汉,100.7,100.8,104.9,100.8,100.8,104.9,100.3,100.9,102.1
1631,2012年12月,太原,100.6,101.0,102.8,100.6,101.0,102.8,100.6,105.5,111.0
1632,2012年12月,温州,100.0,89.3,83.2,100.0,89.3,83.2,99.8,94.6,89.3
1633,2012年12月,丹东,100.3,99.9,107.6,100.3,99.9,107.6,99.9,99.9,102.2
1634,2012年12月,北京,100.8,101.6,104.2,101.0,101.6,104.2,101.0,101.6,100.4
1635,2012年12月,杭州,100.3,92.7,92.3,100.3,92.7,92.3,100.2,98.2,95.0
1636,2012年12月,烟台,100.3,99.2,103.1,100.3,99.2,103.1,99.8,95.0,98.2
1637,2012年12月,石家庄,99.7,101.0,109.0,99.7,101.0,109.0,100.0,98.6,97.8
1638,2012年12月,北海,99.7,99.4,101.5,99.7,99.4,101.5,100.3,99.6,101.6
1639,2012年12月,惠州,100.3,100.2,105.0,100.3,100.2,105.0,100.0,99.3,104.4
1640,2012年12月,无锡,99.9,100.2,101.8,99.9,100.2,101.8,101.2,99.8,104.7
1641,2012年12月,九江,100.4,100.2,102.9,100.4,100.2,102.9,99.9,99.6,100.8
1642,2012年12月,青岛,100.5,96.6,99.8,100.5,96.6,99.8,99.9,98.8,99.9
1643,2012年12月,锦州,99.8,99.9,105.1,99.8,99.9,105.1,99.9,98.7,98.9
1644,2012年12月,安庆,100.1,100.0,103.6,100.1,100.0,103.6,100.1,98.8,99.1
1645,2012年12月,南京,100.6,101.0,100.9,100.8,101.0,100.9,99.9,100.0,97.1
1646,2012年12月,南充,100.7,101.3,101.2,100.8,101.3,101.2,100.1,99.8,100.9
1647,2012年12月,韶关,100.2,101.4,107.7,100.2,101.4,107.7,100.0,101.1,104.2
1648,2012年12月,襄樊,100.4,99.5,105.9,100.4,99.5,105.9,100.1,100.3,105.9
1649,2012年12月,郑州,100.4,100.8,107.4,100.4,100.8,107.4,100.2,100.1,103.2
1650,2012年12月,宜昌,100.4,100.4,104.8,100.4,100.4,104.8,100.3,97.1,99.2
1651,2012年12月,海口,99.8,99.7,101.2,99.7,99.7,101.2,100.1,99.3,95.2
1652,2012年12月,哈尔滨,100.4,100.5,104.0,100.4,100.5,104.0,100.2,99.2,98.7
1653,2012年12月,济南,100.4,100.0,103.3,100.4,100.0,103.3,100.0,99.2,101.8
1654,2012年12月,天津,100.2,100.8,104.2,100.2,100.8,104.2,100.4,102.9,101.7
1655,2012年12月,合肥,100.4,100.8,102.7,100.5,100.8,102.7,100.4,99.6,99.8
1656,2012年12月,成都,100.4,100.4,103.4,100.4,100.4,103.4,100.4,98.8,99.1
1657,2012年12月,乌鲁木齐,100.3,102.3,112.1,100.3,102.3,112.1,100.1,98.6,107.0
1658,2012年12月,洛阳,100.2,99.7,106.6,100.2,99.7,106.6,100.0,97.9,105.0
1659,2012年12月,大连,100.2,101.4,107.0,100.2,101.4,107.0,99.6,103.0,105.4
1660,2012年12月,金华,100.9,93.8,97.3,100.9,93.8,97.3,100.1,97.5,94.0
1661,2012年12月,昆明,100.6,101.3,107.4,100.7,101.3,107.4,101.1,103.5,106.8
1662,2012年12月,西宁,100.2,102.0,109.4,100.2,102.0,109.4,100.1,101.3,107.6
1663,2012年12月,重庆,100.4,101.3,104.3,100.4,101.3,104.3,100.0,100.3,100.4
1664,2012年12月,唐山,100.0,99.9,101.6,100.0,99.9,101.6,100.1,97.7,102.1
1665,2012年12月,秦皇岛,100.4,100.8,107.4,100.4,100.8,107.4,100.2,100.0,101.3
1666,2012年12月,深圳,101.0,100.8,104.3,101.1,100.8,104.3,100.6,101.1,104.8
1667,2012年12月,泸州,100.5,101.5,103.8,100.5,101.5,103.8,100.3,100.5,100.8
1668,2012年12月,蚌埠,100.3,99.9,103.4,100.4,99.9,103.4,100.0,100.3,104.5
1669,2012年12月,南宁,99.9,99.5,101.7,99.9,99.5,101.7,99.9,100.6,101.8
1670,2012年12月,宁波,100.0,92.9,93.1,100.0,92.9,93.1,99.9,95.3,92.1
1671,2012年12月,兰州,100.0,100.1,107.5,100.0,100.1,107.5,100.1,99.3,98.4
1672,2012年12月,银川,100.4,101.6,105.3,100.4,101.6,105.3,100.2,99.5,102.5
1673,2012年12月,三亚,100.4,99.6,100.9,100.4,99.6,100.9,100.2,98.5,94.0
1674,2012年12月,遵义,100.4,101.0,106.4,100.5,101.0,106.4,100.1,98.7,106.7
1675,2012年12月,扬州,100.7,100.2,103.9,100.7,100.2,103.9,100.3,96.6,98.7
1676,2012年12月,贵阳,100.2,101.0,106.3,100.3,101.0,106.3,100.1,100.3,108.0
1677,2012年12月,牡丹江,99.9,99.9,106.7,99.9,99.9,106.7,99.9,98.2,101.2
1678,2012年12月,赣州,100.4,99.6,104.7,100.4,99.6,104.7,100.1,99.7,98.9
1679,2012年12月,徐州,100.0,99.5,102.7,100.0,99.5,102.7,100.2,101.1,98.1
1680,2012年12月,广州,101.2,102.3,106.5,101.2,102.3,106.5,100.5,102.6,106.0
1681,2013年01月,泉州,100.5,99.8,100.6,100.6,99.8,100.6,99.8,97.1,96.0
1682,2013年01月,厦门,101.5,102.3,107.9,101.6,102.3,107.9,101.7,103.3,103.9
1683,2013年01月,福州,100.8,102.3,106.1,100.8,102.3,106.1,100.4,100.9,95.5
1684,2013年01月,西安,100.6,101.4,105.9,100.6,101.4,105.9,100.4,99.4,101.8
1685,2013年01月,长春,99.8,100.1,104.1,99.8,100.1,104.1,100.5,101.7,101.7
1686,2013年01月,上海,101.1,101.3,102.9,101.3,101.3,102.9,100.8,102.0,103.2
1687,2013年01月,长沙,100.9,101.9,109.8,100.9,101.9,109.8,100.1,100.2,101.3
1688,2013年01月,南昌,100.3,101.6,107.6,100.3,101.6,107.6,100.5,102.8,100.9
1689,2013年01月,吉林,100.7,100.9,106.7,100.7,100.9,106.7,100.0,99.3,103.4
1690,2013年01月,包头,100.6,101.4,105.3,100.7,101.4,105.3,100.0,99.0,100.1
1691,2013年01月,呼和浩特,101.1,100.3,105.3,101.1,100.3,105.3,100.2,100.5,104.4
1692,2013年01月,岳阳,100.2,100.1,107.0,100.3,100.1,107.0,100.2,102.7,109.6
1693,2013年01月,桂林,99.9,99.7,105.8,99.9,99.7,105.8,100.1,99.8,101.8
1694,2013年01月,济宁,100.3,100.8,104.0,100.3,100.8,104.0,99.9,99.7,104.9
1695,2013年01月,常德,100.0,100.7,105.5,100.0,100.7,105.5,100.8,97.4,105.3
1696,2013年01月,大理,99.9,99.7,101.4,99.9,99.7,101.4,100.1,99.5,102.7
1697,2013年01月,沈阳,101.5,101.3,107.5,101.5,101.3,107.5,100.3,100.3,104.3
1698,2013年01月,平顶山,99.9,99.8,104.6,99.9,99.8,104.6,100.0,99.4,105.4
1699,2013年01月,湛江,100.8,102.6,108.1,100.8,102.6,108.1,100.2,100.7,107.0
1700,2013年01月,武汉,101.1,102.0,106.1,101.2,102.0,106.1,100.3,101.4,102.5
1701,2013年01月,太原,100.3,101.3,103.0,100.3,101.3,103.0,100.4,106.0,111.5
1702,2013年01月,温州,100.0,89.9,83.3,100.0,89.9,83.3,99.7,95.6,89.0
1703,2013年01月,丹东,100.4,100.4,108.1,100.4,100.4,108.1,100.0,99.9,102.2
1704,2013年01月,北京,101.6,103.3,105.9,102.1,103.3,105.9,101.0,103.5,101.6
1705,2013年01月,杭州,100.9,93.6,93.1,100.9,93.6,93.1,99.5,99.1,94.5
1706,2013年01月,烟台,100.0,99.7,103.1,100.0,99.7,103.1,99.8,95.1,98.0
1707,2013年01月,石家庄,100.7,102.0,109.8,100.7,102.0,109.8,100.1,99.9,97.9
1708,2013年01月,北海,100.0,99.6,101.5,100.0,99.6,101.5,100.4,100.3,102.0
1709,2013年01月,惠州,100.0,100.3,105.1,100.0,100.3,105.1,100.1,99.9,104.5
1710,2013年01月,无锡,99.9,100.4,101.8,99.9,100.4,101.8,100.0,100.1,104.7
1711,2013年01月,九江,100.4,100.8,103.2,100.4,100.8,103.2,100.2,100.2,101.1
1712,2013年01月,青岛,100.7,97.6,100.5,100.7,97.6,100.5,100.1,99.1,100.0
1713,2013年01月,锦州,100.3,100.3,105.5,100.3,100.3,105.5,100.0,98.7,98.9
1714,2013年01月,安庆,99.8,100.1,103.4,99.8,100.1,103.4,100.1,100.3,99.2
1715,2013年01月,南京,100.9,102.3,101.8,101.2,102.3,101.8,100.5,101.1,97.6
1716,2013年01月,南充,101.2,102.7,102.5,101.3,102.7,102.5,100.2,100.3,101.0
1717,2013年01月,韶关,100.0,101.4,107.7,100.0,101.4,107.7,101.0,102.0,105.3
1718,2013年01月,襄樊,100.6,100.2,106.5,100.6,100.2,106.5,100.1,100.3,106.0
1719,2013年01月,郑州,101.3,102.5,108.8,101.4,102.5,108.8,100.3,101.0,103.5
1720,2013年01月,宜昌,100.6,101.1,105.5,100.6,101.1,105.5,100.6,97.7,99.8
1721,2013年01月,海口,99.7,99.7,100.9,99.7,99.7,100.9,99.9,99.5,95.1
1722,2013年01月,哈尔滨,101.1,101.6,105.2,101.2,101.6,105.2,100.2,99.8,99.0
1723,2013年01月,济南,100.8,100.9,104.1,100.8,100.9,104.1,100.1,99.5,101.9
1724,2013年01月,天津,100.5,101.4,104.7,100.5,101.4,104.7,100.0,103.2,101.7
1725,2013年01月,合肥,100.6,101.5,103.3,100.6,101.5,103.3,100.0,100.8,99.8
1726,2013年01月,成都,101.0,101.5,104.4,101.0,101.5,104.4,100.2,99.8,99.3
1727,2013年01月,乌鲁木齐,101.1,103.5,113.3,101.1,103.5,113.3,100.0,98.9,107.0
1728,2013年01月,洛阳,100.2,100.0,106.9,100.2,100.0,106.9,100.2,98.9,105.3
1729,2013年01月,大连,100.5,102.0,107.5,100.6,102.0,107.5,100.5,104.0,105.9
1730,2013年01月,金华,100.4,94.4,97.7,100.4,94.4,97.7,100.2,98.5,94.2
1731,2013年01月,昆明,100.3,101.7,107.7,100.4,101.7,107.7,100.6,104.3,107.4
1732,2013年01月,西宁,100.2,102.3,109.6,100.2,102.3,109.6,100.2,101.6,107.8
1733,2013年01月,重庆,100.9,102.5,105.3,101.0,102.5,105.3,100.1,100.6,100.5
1734,2013年01月,唐山,99.9,99.8,101.5,99.9,99.8,101.5,100.1,98.3,102.2
1735,2013年01月,秦皇岛,100.3,101.3,107.7,100.3,101.3,107.7,100.1,100.7,101.4
1736,2013年01月,深圳,102.2,103.2,106.6,102.2,103.2,106.6,100.5,102.4,105.3
1737,2013年01月,泸州,100.5,102.0,104.3,100.5,102.0,104.3,100.2,100.9,101.0
1738,2013年01月,蚌埠,100.4,100.3,103.8,100.4,100.3,103.8,100.0,100.3,104.5
1739,2013年01月,南宁,99.8,99.7,101.6,99.8,99.7,101.6,101.3,101.9,103.1
1740,2013年01月,宁波,100.6,93.7,93.6,100.6,93.7,93.6,100.0,96.0,92.1
1741,2013年01月,兰州,100.3,100.5,107.8,100.4,100.5,107.8,99.7,99.6,98.1
1742,2013年01月,银川,100.3,102.0,105.6,100.4,102.0,105.6,100.2,99.9,102.8
1743,2013年01月,三亚,100.3,99.9,101.3,100.3,99.9,101.3,100.1,98.9,94.1
1744,2013年01月,遵义,100.8,101.8,107.3,100.9,101.8,107.3,100.3,98.9,107.1
1745,2013年01月,扬州,99.8,100.1,103.7,99.8,100.1,103.7,100.1,97.0,98.8
1746,2013年01月,贵阳,100.4,101.4,106.7,100.4,101.4,106.7,100.4,100.6,108.4
1747,2013年01月,牡丹江,100.0,99.9,106.8,100.0,99.9,106.8,100.0,99.5,101.2
1748,2013年01月,赣州,100.9,100.5,105.6,100.9,100.5,105.6,100.2,99.9,99.0
1749,2013年01月,徐州,100.8,100.5,103.5,100.9,100.5,103.5,100.8,102.0,98.9
1750,2013年01月,广州,102.0,104.7,108.6,102.0,104.7,108.6,100.4,103.5,106.4
1751,2013年02月,泉州,100.7,100.5,101.3,100.7,100.5,101.3,100.3,99.2,96.2
1752,2013年02月,厦门,101.6,104.1,109.7,101.7,104.1,109.7,100.6,104.5,104.5
1753,2013年02月,福州,101.8,104.3,108.0,101.8,104.3,108.0,101.1,102.5,96.5
1754,2013年02月,西安,100.8,102.4,106.8,100.9,102.4,106.8,100.6,100.4,102.4
1755,2013年02月,长春,101.1,101.4,105.2,101.1,101.4,105.2,100.5,102.3,102.2
1756,2013年02月,上海,101.9,103.4,104.8,102.3,103.4,104.8,101.6,103.9,104.9
1757,2013年02月,长沙,101.3,103.4,111.2,101.3,103.4,111.2,100.4,100.7,101.7
1758,2013年02月,南昌,101.5,103.1,109.2,101.6,103.1,109.2,100.6,103.6,101.5
1759,2013年02月,吉林,100.7,101.7,107.5,100.8,101.7,107.5,100.6,100.0,104.0
1760,2013年02月,包头,101.8,103.1,107.2,102.1,103.1,107.2,100.4,100.0,100.5
1761,2013年02月,呼和浩特,101.3,101.7,106.7,101.4,101.7,106.7,100.4,100.9,104.9
1762,2013年02月,岳阳,100.4,100.5,107.4,100.6,100.5,107.4,100.4,102.9,110.0
1763,2013年02月,桂林,100.0,99.8,105.7,100.0,99.8,105.7,100.4,100.7,102.2
1764,2013年02月,济宁,101.0,102.0,105.0,101.0,102.0,105.0,100.6,100.3,105.5
1765,2013年02月,常德,100.8,101.6,106.3,100.8,101.6,106.3,100.5,97.9,105.8
1766,2013年02月,大理,100.0,99.8,101.4,100.0,99.8,101.4,100.2,99.6,102.9
1767,2013年02月,沈阳,101.4,102.9,109.1,101.5,102.9,109.1,100.5,101.2,104.9
1768,2013年02月,平顶山,101.1,101.0,105.7,101.1,101.0,105.7,100.4,100.3,105.7
1769,2013年02月,湛江,101.1,103.8,109.2,101.1,103.8,109.2,100.5,101.2,107.5
1770,2013年02月,武汉,101.2,103.5,107.3,101.2,103.5,107.3,101.1,102.7,103.6
1771,2013年02月,太原,101.1,102.4,104.1,101.1,102.4,104.1,100.6,106.7,112.2
1772,2013年02月,温州,99.6,89.9,83.0,99.6,89.9,83.0,99.3,95.5,88.4
1773,2013年02月,丹东,100.9,101.4,109.1,100.9,101.4,109.1,100.4,100.3,102.6
1774,2013年02月,北京,102.4,105.9,108.5,103.1,105.9,108.5,102.2,106.0,103.7
1775,2013年02月,杭州,100.9,94.7,93.9,100.9,94.7,93.9,101.4,101.1,95.8
1776,2013年02月,烟台,100.8,100.7,104.0,100.9,100.7,104.0,100.6,95.9,98.6
1777,2013年02月,石家庄,101.2,103.3,111.2,101.2,103.3,111.2,100.7,100.4,98.6
1778,2013年02月,北海,101.0,100.9,102.5,101.0,100.9,102.5,100.4,101.0,102.4
1779,2013年02月,惠州,100.7,101.2,105.8,100.7,101.2,105.8,100.5,100.5,105.0
1780,2013年02月,无锡,100.6,101.1,102.4,100.8,101.1,102.4,100.8,100.7,105.6
1781,2013年02月,九江,100.9,101.7,104.2,100.9,101.7,104.2,100.7,101.2,101.7
1782,2013年02月,青岛,101.3,99.0,101.8,101.4,99.0,101.8,100.4,99.6,100.4
1783,2013年02月,锦州,101.2,101.5,106.7,101.2,101.5,106.7,100.4,99.1,99.3
1784,2013年02月,安庆,100.6,101.0,104.1,100.7,101.0,104.1,100.3,100.7,99.5
1785,2013年02月,南京,101.5,104.0,103.4,102.0,104.0,103.4,100.8,102.3,98.4
1786,2013年02月,南充,101.2,104.0,103.7,101.2,104.0,103.7,100.7,100.9,101.7
1787,2013年02月,韶关,101.1,102.5,108.9,101.1,102.5,108.9,101.0,103.1,106.3
1788,2013年02月,襄樊,100.7,100.9,107.2,100.7,100.9,107.2,101.0,101.4,107.0
1789,2013年02月,郑州,101.6,104.2,110.5,101.6,104.2,110.5,100.6,102.1,104.1
1790,2013年02月,宜昌,100.7,102.0,106.2,100.7,102.0,106.2,101.5,99.2,101.3
1791,2013年02月,海口,100.2,99.9,101.1,100.2,99.9,101.1,99.8,99.3,94.9
1792,2013年02月,哈尔滨,100.9,102.7,106.2,101.0,102.7,106.2,100.8,100.4,99.7
1793,2013年02月,济南,100.9,101.7,105.0,100.9,101.7,105.0,100.6,100.1,102.5
1794,2013年02月,天津,101.4,102.8,106.1,101.6,102.8,106.1,101.0,103.9,102.7
1795,2013年02月,合肥,101.1,102.7,104.5,101.2,102.7,104.5,100.3,100.8,100.1
1796,2013年02月,成都,100.8,102.3,105.1,100.8,102.3,105.1,100.4,100.6,99.7
1797,2013年02月,乌鲁木齐,101.5,105.0,115.0,101.5,105.0,115.0,100.4,99.8,107.4
1798,2013年02月,洛阳,101.3,101.3,108.3,101.4,101.3,108.3,100.7,100.0,106.0
1799,2013年02月,大连,101.1,103.1,108.7,101.1,103.1,108.7,100.4,104.0,106.4
1800,2013年02月,金华,100.2,94.7,97.9,100.2,94.7,97.9,100.4,99.2,94.6
1801,2013年02月,昆明,100.0,101.7,107.8,100.0,101.7,107.8,100.6,105.5,108.0
1802,2013年02月,西宁,101.4,103.6,111.1,101.4,103.6,111.1,100.4,101.7,108.3
1803,2013年02月,重庆,100.9,103.5,106.3,101.0,103.5,106.3,100.4,100.8,100.9
1804,2013年02月,唐山,100.3,100.3,101.9,100.4,100.3,101.9,100.3,99.3,102.5
1805,2013年02月,秦皇岛,101.1,102.6,109.0,101.3,102.6,109.0,100.7,101.7,102.1
1806,2013年02月,深圳,102.2,105.7,108.9,102.2,105.7,108.9,101.4,103.9,106.9
1807,2013年02月,泸州,100.8,102.9,105.1,100.8,102.9,105.1,99.9,100.8,100.9
1808,2013年02月,蚌埠,100.4,100.9,104.3,100.5,100.9,104.3,100.1,100.5,104.6
1809,2013年02月,南宁,101.2,101.3,102.8,101.3,101.3,102.8,99.8,101.8,102.9
1810,2013年02月,宁波,101.2,95.0,94.8,101.3,95.0,94.8,101.2,98.1,93.2
1811,2013年02月,兰州,100.9,101.4,108.8,100.9,101.4,108.8,100.2,99.5,98.3
1812,2013年02月,银川,100.5,102.6,106.2,100.6,102.6,106.2,100.8,101.3,103.6
1813,2013年02月,三亚,100.4,100.3,101.7,100.4,100.3,101.7,100.1,99.5,94.2
1814,2013年02月,遵义,101.0,102.8,108.3,101.1,102.8,108.3,101.0,99.9,108.2
1815,2013年02月,扬州,100.6,100.8,104.3,100.6,100.8,104.3,100.5,97.7,99.4
1816,2013年02月,贵阳,100.7,102.0,107.4,100.7,102.0,107.4,100.4,100.8,108.9
1817,2013年02月,牡丹江,100.8,100.8,107.6,100.8,100.8,107.6,100.3,99.9,101.4
1818,2013年02月,赣州,101.2,101.9,106.8,101.2,101.9,106.8,100.4,100.3,99.4
1819,2013年02月,徐州,101.0,101.6,104.6,101.1,101.6,104.6,100.5,102.6,99.4
1820,2013年02月,广州,103.1,108.1,112.0,103.1,108.1,112.0,101.7,105.7,108.2
1821,2013年03月,泉州,100.0,100.8,101.3,100.0,100.8,101.3,100.0,99.7,96.3
1822,2013年03月,厦门,102.0,106.5,111.9,102.1,106.5,111.9,101.0,105.4,105.6
1823,2013年03月,福州,101.3,105.9,109.4,101.3,105.9,109.4,101.0,104.0,97.5
1824,2013年03月,西安,101.1,103.8,107.9,101.2,103.8,107.9,100.9,101.7,103.3
