id,name,level,hot,num,price,area,province,city,longitude,latitude
1465,宁夏体育馆,,0.0,0,0.0,宁夏·银川·贺兰县,宁夏,银川,106.266393,38.472040
1466,漓江源峡谷,,0.0,10,35.0,广西·桂林·兴安县,广西,桂林,110.290194,25.273566
1467,北海园博园,,0.0,36,55.0,广西·北海·银海区,广西,北海,109.177048,21.439228
1468,凤凰谷,3A景区,0.7,50,30.0,广西·南宁·兴宁区,广西,南宁,108.366543,22.817002
1469,大江埠,4A景区,0.72,91,60.0,广西·北海·银海区,广西,北海,108.979935,21.621876
1470,遇龙河漂流朝阳码头,,0.0,62,195.0,广西·桂林·遇龙河,广西,桂林,110.290194,25.273566
1471,天堂湖温泉度假山庄,,0.0,16,45.0,广西·玉林·容县,广西,玉林,113.905525,22.676300
1472,德宗温泉,,0.7,0,0.0,西藏·拉萨·墨竹工卡县,西藏,拉萨,91.140856,29.645554
1473,谷布神山,,0.7,0,0.0,西藏·昌都·昌都县,西藏,昌都,97.172020,31.140969
1474,羌塘草原,,0.0,0,0.0,西藏·那曲·那曲县,西藏,那曲,92.051239,31.476202
1475,伏波山,4A景区,0.76,6,11.0,广西·桂林·叠彩伏波景区,广西,桂林,110.304031,25.283464
1476,金秀古沙沟生态旅游景区,3A景区,0.0,30,38.0,广西·来宾,广西,来宾,110.334481,24.203771
1477,达果雪山,,0.7,0,0.0,西藏·那曲·那曲县,西藏,那曲,85.344482,32.175274
1478,强巴林寺,3A景区,0.8,0,0.0,西藏·昌都·昌都县,西藏,昌都,91.337875,29.231144
1479,扎达土林,,0.76,61,999.0,西藏·阿里·扎达县,西藏,阿里,80.105804,32.501111
1480,卡若拉冰川,,0.0,56,399.0,西藏·日喀则·江孜县,西藏,日喀则,88.880583,29.266869
1481,拉萨达东温泉,,0.0,4,176.0,西藏·拉萨,西藏,拉萨,91.140856,29.645554
1482,大武口森林公园,,0.7,0,0.0,宁夏·石嘴山·大武口区,宁夏,石嘴山,106.358060,39.037817
1483,腾格里金沙海,,0.0,0,0.0,宁夏·中卫·沙坡头区,宁夏,中卫,105.196902,37.499972
1484,拜寺口双塔,,0.74,80,0.1,宁夏·银川·贺兰县,宁夏,银川,106.230909,38.487193
1485,西夏风情园,,0.0,10,50.0,宁夏·银川·西夏区,宁夏,银川,106.031639,38.483707
1486,银川天山海世界·黄河明珠,,0.0,32,55.0,宁夏·银川·兴庆区,宁夏,银川,106.499331,38.398112
1487,卡久,,0.0,0,0.0,西藏·山南·洛扎县,西藏,山南,86.428085,28.967739
1488,色林错,,0.0,0,0.0,西藏·那曲·申扎,西藏,那曲,89.164330,31.646086
1489,海不日神山,,0.0,0,0.0,西藏·山南·扎囊县,西藏,山南,91.773134,29.237137
1490,基督教堂,,0.0,0,0.0,宁夏·中卫·沙坡头区,宁夏,中卫,105.196902,37.499972
1491,星海湖,,0.0,0,0.0,宁夏·石嘴山·大武口区,宁夏,石嘴山,107.261864,29.757011
1492,巴松措,5A景区,0.76,52,60.0,西藏·林芝·工布江达县,西藏,林芝,94.361558,29.648943
1493,冰之恋滑冰场,,0.0,0,0.0,宁夏·银川,宁夏,银川,106.230909,38.487193
1494,大海子沙漠生态旅游区,,0.0,0,0.0,宁夏·银川·灵武市,宁夏,银川,103.231483,26.290073
1495,《寻找·香巴拉》,,0.0,0,0.0,西藏·林芝·林芝县,西藏,林芝,94.361558,29.648943
1496,岩画,,0.0,0,0.0,宁夏·中卫,宁夏,中卫,105.196902,37.499972
1497,南宁花花大世界,,0.0,12,33.08,广西·南宁·武鸣县,广西,南宁,108.275629,23.015257
1498,两江四湖游船,,0.0,30,185.0,广西·桂林·象山区,广西,桂林,128.113571,42.654331
1499,南宁霖峰咔咔小镇,,0.0,2,99.0,广西·南宁,广西,南宁,108.400847,22.831767
1500,鹿峰山风景区,4A景区,0.72,81,63.0,广西·玉林·兴业县,广西,玉林,109.757446,22.608765
1501,梦巴马大型实景演出,,0.0,76,138.6,广西·河池·巴马县,广西,河池,107.249200,24.141823
1502,巴马同寿山水,4A景区,0.0,10,71.5,广西·河池·巴马县,广西,河池,107.066612,24.388137
1503,来古冰川,,0.0,0,0.0,西藏·昌都·八宿县,西藏,昌都,100.420654,30.554756
1504,驻藏大臣衙门遗址,,0.7,0,0.0,西藏·拉萨·城关区,西藏,拉萨,91.140856,29.645554
1505,扎耶巴寺,,0.0,0,0.0,西藏·拉萨·达孜县,西藏,拉萨,91.140856,29.645554
1506,三娘湾,4A景区,1.0,10,17.9,广西·钦州·钦南区,广西,钦州,121.723885,28.934647
1507,古龙山峡谷群漂流,,0.0,10,172.0,广西·百色·古龙山大峡谷,广西,百色,106.618201,23.902333
1508,白居寺,,0.8,0,0.0,西藏·日喀则·江孜县,西藏,日喀则,106.492210,29.414665
1509,巨型六字真言,,0.0,0,0.0,西藏·昌都·贡觉县,西藏,昌都,97.172020,31.140969
1510,托林寺,,0.78,39,999.0,西藏·阿里·扎达县,西藏,阿里,80.105804,32.501111
1511,比日神山景区,,0.0,36,329.0,西藏·林芝·林芝县,西藏,林芝,89.511917,29.032505
1512,布达拉宫珍宝馆,,0.0,20,345.0,西藏·拉萨·布达拉宫,西藏,拉萨,102.162933,31.237919
1513,皇家大马戏,,0.0,0,0.0,宁夏·银川,宁夏,银川,106.230909,38.487193
1514,平罗玉皇阁,3A景区,1.0,0,0.0,宁夏·石嘴山·平罗县,宁夏,石嘴山,106.544658,38.911249
1515,沙坡头盛典,,0.0,54,588.0,宁夏·中卫·沙坡头区,宁夏,中卫,104.990116,37.468812
1516,趣立方儿童职业体验馆,,0.0,50,168.0,宁夏·银川·兴庆区,宁夏,银川,106.230909,38.487193
1517,盛世汤泉,,0.0,8,29.9,宁夏·银川,宁夏,银川,106.230909,38.487193
1518,帕嘎寺,,0.0,0,0.0,西藏·林芝·工布江达县,西藏,林芝,93.257385,29.886057
1519,八廓街,,0.8,2,345.0,西藏·拉萨·城关区,西藏,拉萨,91.130562,29.650215
1520,伊日温泉,,0.72,0,0.0,西藏·昌都·类乌齐县,西藏,昌都,97.172020,31.140969
1521,桂林乐8小城,,0.0,4,99.0,广西·桂林·临桂县,广西,桂林,110.178882,25.253354
1522,玉石林,,0.72,42,50.0,广西·贺州·八步区,广西,贺州,102.789398,24.903805
1523,金滩,,0.98,95,278.0,广西·防城港·东兴市,广西,防城港,109.193871,27.734692
1524,花雨湖生态休闲旅游区,,0.0,12,25.8,广西·南宁·青秀区,广西,南宁,108.366543,22.817002
1525,防城港金沙水漂流,,0.0,51,55.0,广西·防城港·防城区,广西,防城港,108.059785,21.684130
1526,桂林訾洲岛景区,,0.0,18,27.0,广西·桂林·七星区,广西,桂林,110.290194,25.273566
1527,查杰玛大殿,3A景区,0.72,0,0.0,西藏·昌都·类乌齐县,西藏,昌都,97.172020,31.140969
1528,帕拉庄园,,0.72,0,0.0,西藏·日喀则·江孜县,西藏,日喀则,92.466072,29.571814
1529,朱角山,,0.0,0,0.0,西藏·昌都·昌都县,西藏,昌都,97.172020,31.140969
1530,荔江湾,4A景区,0.7,2,43.0,广西·桂林·荔浦县,广西,桂林,110.290194,25.273566
1531,罗山湖景区,,0.0,69,105.0,广西·桂林·临桂县,广西,桂林,114.532125,32.178602
1532,西藏尼木吞巴景区,3A景区,0.0,0,0.0,西藏·拉萨·尼木,西藏,拉萨,90.285720,29.329761
1533,鲁朗风景区,4A景区,0.0,48,299.0,西藏·林芝·林芝县,西藏,林芝,94.799438,29.943539
1534,希夏邦马峰,,0.76,79,999.0,西藏·日喀则·日喀则市,西藏,日喀则,85.781662,28.348471
1535,雍布拉康,3A景区,0.8400000000000001,68,2399.0,西藏·山南·乃东县,西藏,山南,91.806480,29.139433
1536,卡定沟,,0.0,2,60.0,西藏·林芝·林芝县,西藏,林芝,94.361558,29.648943
1537,百鸟岩,,0.82,22,45.0,广西·河池·巴马县,广西,河池,108.085261,24.692931
1538,扶绥龙谷湾恐龙公园,,0.0,62,95.0,广西·崇左·扶绥县,广西,崇左,107.891255,22.549210
1539,野人谷漂流,,0.0,14,99.0,广西·防城港·野人谷景区,广西,防城港,121.234901,30.814800
1540,阳朔直升机空中游览,,0.0,69,658.0,广西·桂林·阳朔县,广西,桂林,110.488523,24.732934
1541,桂林红溪瀑布,,0.0,18,60.0,广西·桂林·临桂县,广西,桂林,110.290194,25.273566
1542,青瓦房古村落,,0.0,16,43.0,广西·南宁·西乡塘区,广西,南宁,108.366543,22.817002
1543,八寨沟,4A景区,0.74,94,44.0,广西·钦州·钦北区,广西,钦州,108.654146,21.979933
1544,石螺口海滩,,0.0,92,108.0,广西·北海·银海区,广西,北海,109.119927,21.481254
1545,龙胜温泉旅游度假区,4A景区,0.7,42,100.0,广西·桂林·龙胜县,广西,桂林,110.212658,25.892006
1546,坐妹,,0.0,18,120.0,广西·柳州·侗乡鸟巢,广西,柳州,109.415953,24.325502
1547,南宁万达乐园,,0.0,16,29.9,广西·南宁·良庆区,广西,南宁,108.431476,22.768619
1548,南宁乐8小镇儿童职业体验园,,0.0,8,20.0,广西·南宁·青秀区,广西,南宁,108.398500,22.807644
1549,义江缘,4A景区,0.0,84,60.0,广西·桂林·临桂县,广西,桂林,110.290194,25.273566
1550,桂林七星景区七星岩,,0.0,10,0.1,广西·桂林·七星景区,广西,桂林,110.313399,25.271830
1551,木龙湖,,0.72,16,21.6,广西·桂林·叠彩区,广西,桂林,110.290194,25.273566
1552,大容山,,1.0,16,46.0,广西·玉林·北流市,广西,玉林,110.421570,22.913570
1553,古东瀑布,4A景区,0.7,30,55.0,广西·桂林·灵川县,广西,桂林,110.290194,25.273566
1554,日月双塔文化公园,,0.0,20,33.4,广西·桂林·榕湖和杉湖,广西,桂林,110.290194,25.273566
1555,八桂田园景区,4A景区,0.78,6,5.0,广西·南宁·西乡塘区,广西,南宁,106.126030,24.225925
1556,杨堤码头,,0.0,58,145.0,广西·桂林·阳朔县,广西,桂林,110.290194,25.273566
1557,阳朔十里画廊,,0.0,284,9.9,广西·桂林·阳朔县,广西,桂林,110.490609,24.734064
1558,龙母太庙,4A景区,0.96,20,20.0,广西·梧州·万秀区,广西,梧州,111.279115,23.476962
1559,七星景区,4A景区,0.76,68,19.9,广西·桂林·七星区,广西,桂林,110.313399,25.271830
1560,龙门水都,,0.0,134,40.0,广西·南宁·西乡塘区,广西,南宁,114.262370,23.722999
1561,53号界碑,,0.0,118,150.0,广西·崇左·德天跨国瀑布,广西,崇左,107.364711,22.376532
1562,桂平西山,4A景区,1.0,106,69.2,广西·贵港·桂平市,广西,贵港,110.071830,23.395425
1563,杨堤烟雨,,0.0,168,145.0,广西·桂林·阳朔县,广西,桂林,110.290194,25.273566
1564,阳朔天籁蝴蝶泉,4A景区,0.74,14,44.88,广西·桂林·阳朔县,广西,桂林,110.497216,24.738831
1565,贺州温泉,,0.0,26,65.0,广西·贺州·八步区,广西,贺州,111.663180,24.619096
1566,新梦幻漓江,,0.0,16,50.0,广西·桂林·七星区,广西,桂林,110.290194,25.273566
1567,谢鲁山庄,4A景区,0.76,10,26.0,广西·玉林·陆川县,广西,玉林,112.906679,33.743161
1568,火山口地质公园,,0.0,166,75.0,广西·北海·海城区,广西,北海,113.752213,24.830204
1569,柳州卡乐星球,,0.0,90,80.0,广西·柳州,广西,柳州,109.550566,24.390557
1570,凤岭欢乐世界,,0.0,14,42.0,广西·南宁·青秀区,广西,南宁,106.018539,35.542217
1571,贺州客家围屋,,0.76,10,22.9,广西·贺州·八步区,广西,贺州,111.658075,24.426979
1572,紫云景区,3A景区,0.7,36,36.0,广西·贺州·八步区,广西,贺州,111.518822,24.366659
1573,北海海底世界,4A景区,0.76,342,98.0,广西·北海·海城区,广西,北海,109.127499,21.487197
1574,图腾古道,4A景区,0.74,28,16.0,广西·桂林·阳朔县,广西,桂林,110.290194,25.273566
1575,北海海洋之窗,4A景区,0.78,82,88.0,广西·北海·银海区,广西,北海,109.122252,21.444766
1576,桂林西山景区,,0.0,28,24.5,广西·桂林·秀峰区,广西,桂林,110.280387,25.280381
1577,天龙顶,,0.78,94,32.0,广西·梧州·岑溪市,广西,梧州,113.110115,23.498554
1578,德天跨国瀑布,4A景区,1.0,366,75.0,广西·崇左·大新县,广西,崇左,107.364711,22.376532
1579,古龙山大峡谷,4A景区,0.86,10,55.0,广西·百色·靖西县,广西,百色,106.618201,23.902333
1580,漓江【风光号】四星高端游船,5A景区,0.0,80,390.0,广西·桂林·漓江,广西,桂林,116.882111,30.335863
1581,八角寨,3A景区,0.0,38,26.0,广西·桂林·资源县,广西,桂林,116.141754,26.424892
1582,百魔洞,,0.86,216,42.5,广西·河池·巴马县,广西,河池,108.085261,24.692931
1583,大石围天坑,4A景区,0.86,8,65.0,广西·百色·乐业县,广西,百色,106.618201,23.902333
1584,地王云顶,3A景区,0.78,22,48.1,广西·南宁·青秀区,广西,南宁,108.366543,22.817002
1585,南宁方特东盟神画,,0.0,316,148.0,广西·南宁·青秀区,广西,南宁,108.366543,22.817002
1586,象鼻山夜游两江四湖,,0.0,8,46.0,广西·桂林·象山区,广西,桂林,110.290194,25.273566
1587,南宁大明山,4A景区,0.82,18,98.0,广西·南宁·武鸣县,广西,南宁,108.416542,22.875651
1588,百里柳江旅游景区,4A景区,0.0,40,75.0,广西·柳州·鱼峰区,广西,柳州,109.298789,24.402521
1589,夜游柳江,,0.0,44,75.0,广西·柳州·城中区,广西,柳州,109.415953,24.325502
1590,叠彩山,,0.76,16,12.5,广西·桂林·叠彩伏波景区,广西,桂林,110.301983,25.287351
1591,南宁融晟极地海洋世界,,0.0,114,99.0,广西·南宁,广西,南宁,108.366543,22.817002
1592,阳朔聚龙潭,4A景区,0.72,4,42.0,广西·桂林·阳朔县,广西,桂林,110.482949,24.725205
1593,北海银滩,4A景区,0.0,148,60.0,广西·北海·银海区,广西,北海,109.150702,21.405048
1594,漓江逍遥湖景区,,0.0,142,0.1,广西·桂林·灵川县,广西,桂林,111.153481,26.226177
1595,冠岩地下河景区,4A景区,0.7,24,50.0,广西·桂林·雁山区,广西,桂林,119.945145,31.776695
1596,贺州十八水,4A景区,0.0,16,60.0,广西·贺州·钟山县,广西,贺州,111.532925,24.415358
1597,阳朔世外桃源景区,4A景区,0.7,180,0.1,广西·桂林·阳朔县,广西,桂林,110.388313,24.862166
1598,明仕田园风景区,,0.74,48,108.5,广西·崇左·大新县,广西,崇左,106.918701,22.707409
1599,九曲湾温泉度假村,4A景区,0.0,12,98.0,广西·南宁·兴宁区,广西,南宁,108.429504,22.882576
1600,都峤山生态旅游景区,,0.0,50,155.0,广西·玉林·容县,广西,玉林,110.164756,22.636379
1601,青秀山旅游区,5A景区,0.82,1918,18.0,广西·南宁·青秀区,广西,南宁,108.370380,22.793608
1602,涠洲岛船票,,0.0,640,108.0,广西·北海·涠洲岛,广西,北海,109.121315,21.038561
1603,伊岭岩,3A景区,0.74,30,50.0,广西·南宁·武鸣县,广西,南宁,108.296547,23.039446
1604,南宁龙虎山,4A景区,0.76,20,54.1,广西·南宁·隆安县,广西,南宁,107.631727,22.959177
1605,靖西鹅泉风景区,,0.7,20,36.0,广西·百色·靖西县,广西,百色,106.389710,23.098283
1606,南宁海底世界,4A景区,0.0,2231,29.88,广西·南宁·兴宁区,广西,南宁,108.332523,22.826876
1607,姑婆山,4A景区,0.78,218,78.01,广西·贺州·八步区,广西,贺州,111.514648,24.635725
1608,广西药用植物园,4A景区,0.8,20,15.0,广西·南宁·兴宁区,广西,南宁,108.376763,22.853784
1609,穿山公园,4A景区,0.74,8,35.0,广西·桂林·七星区,广西,桂林,109.407104,24.031763
1610,桂林金钟山,4A景区,0.0,6,28.0,广西·桂林·永福县,广西,桂林,110.290194,25.273566
1611,龙脊梯田,4A景区,0.78,1524,80.0,广西·桂林·龙胜县,广西,桂林,110.290194,25.273566
1612,北海金海湾红树林,4A景区,0.0,150,65.0,广西·北海·银海区,广西,北海,109.126421,21.433496
1613,凤岭摩天轮,,0.0,14,42.0,广西·南宁·凤岭欢乐世界,广西,南宁,108.366543,22.817002
1614,刘三姐大观园,4A景区,0.7,20,35.0,广西·桂林·秀峰区,广西,桂林,110.290194,25.273566
1615,巴马水晶宫,4A景区,0.72,32,90.0,广西·河池·巴马县,广西,河池,107.011266,24.304010
1616,黄姚古镇,4A景区,1.0,786,48.0,广西·贺州·昭平县,广西,贺州,118.696373,32.138752
1617,叠彩伏波景区,5A景区,0.0,28,11.0,广西·桂林·叠彩区,广西,桂林,110.303804,25.282677
1618,身临其境3D魔幻艺术画展（魅力新天地）,,0.0,0,0.0,内蒙古·呼和浩特·赛罕区,内蒙古,呼和浩特,104.154831,30.625895
1619,北海南万海上观光游（北海南万环岛游）,,0.0,12,70.0,广西·北海·银海区,广西,北海,109.068345,21.442734
1620,遇龙河漂流金龙桥码头,,0.0,50,165.0,广西·桂林·遇龙河,广西,桂林,115.118942,25.523897
1621,三门海天窗群景区,,0.0,14,75.0,广西·河池·凤山县,广西,河池,108.085261,24.692931
1622,桂林两江四湖景区,5A景区,0.7,326,45.0,广西·桂林·秀峰区,广西,桂林,110.022831,25.204726
1623,皇家御马苑,3A景区,0.0,0,0.0,内蒙古·锡林郭勒盟,内蒙古,锡林郭勒盟,114.006699,33.388630
1624,通灵大峡谷,4A景区,1.0,88,99.0,广西·百色·靖西县,广西,百色,106.656242,23.021004
1625,额尔古纳国家湿地公园,,0.0,0,0.0,内蒙古·呼伦贝尔·额尔古纳市,内蒙古,呼伦贝尔,121.536754,50.781396
1626,漓江三星级游船,,0.0,174,240.0,广西·桂林·漓江,广西,桂林,111.153481,26.226177
1627,扎兰屯吊桥公园,4A景区,0.7,0,0.0,内蒙古·呼伦贝尔·扎兰屯市,内蒙古,呼伦贝尔,122.735269,48.020468
1628,紫蒙湖旅游风景区,3A景区,0.0,0,0.0,内蒙古·赤峰·宁城县,内蒙古,赤峰,118.886856,42.257817
1629,牧人寨旅游度假区,,0.0,0,0.0,内蒙古·呼伦贝尔·阿荣旗,内蒙古,呼伦贝尔,119.765744,49.211574
1630,阴山,,0.72,66,196.0,内蒙古·乌兰察布·四子王旗,内蒙古,乌兰察布,119.409828,30.097301
1631,红格尔敖包景区,,0.0,2,54.0,内蒙古·包头·达尔罕旗,内蒙古,包头,111.544090,42.043472
1632,诺根塔拉野生动物乐园,,0.0,39,85.0,内蒙古·赤峰·克什克腾旗,内蒙古,赤峰,102.191284,35.369621
1633,靖西旧州景区,,0.82,6,35.0,广西·百色·靖西县,广西,百色,106.416389,23.057478
1634,漓江,5A景区,1.0,112,22.0,广西·桂林·灵川县,广西,桂林,111.153481,26.226177
1635,巴彦呼硕草原,3A景区,0.7,0,0.0,内蒙古·呼伦贝尔·鄂温克旗,内蒙古,呼伦贝尔,119.765744,49.211574
1636,龙潭国家森林公园,4A景区,0.72,54,50.0,广西·贵港·桂平市,广西,贵港,126.553960,43.899955
1637,黄河三盛公国家水利风景区,3A景区,0.7,54,65.0,内蒙古·鄂尔多斯·杭锦旗,内蒙古,鄂尔多斯,107.036880,40.304214
1638,怡水山庄温泉,,0.0,0,0.0,内蒙古·乌兰察布·察哈尔右翼中旗,内蒙古,乌兰察布,113.132585,40.994785
1639,白桦林景区,,0.0,22,28.0,内蒙古·呼伦贝尔·额尔古纳市,内蒙古,呼伦贝尔,124.206123,50.235840
1640,金沙湾,3A景区,0.7,83,55.0,内蒙古·乌海·海勃湾区,内蒙古,乌海,106.794249,39.655388
1641,额济纳旗策克口岸景区,,0.0,46,29.0,内蒙古·内蒙古,内蒙古,内蒙古,101.055590,41.954347
1642,达里诺尔湖,4A景区,0.96,0,0.0,内蒙古·赤峰·克什克腾旗,内蒙古,赤峰,118.886856,42.257817
1643,古榆园旅游区,3A景区,0.0,0,0.0,内蒙古·通辽·开鲁县,内蒙古,通辽,125.044495,43.147697
1644,绥远城将军衙署,,0.72,0,0.0,内蒙古·呼和浩特·新城区,内蒙古,呼和浩特,111.749180,40.842585
1645,额济纳神树,,0.0,51,4500.0,内蒙古·阿拉善盟·额济纳旗,内蒙古,阿拉善盟,105.728969,38.851892
1646,贝子庙,4A景区,0.0,2,0.1,内蒙古·锡林郭勒盟·锡林浩特市,内蒙古,锡林郭勒盟,108.420776,35.076130
1647,贝尔湖,,0.0,83,20.0,内蒙古·呼伦贝尔·新巴尔虎右旗,内蒙古,呼伦贝尔,117.666077,47.911037
1648,居延海,,0.0,450,4500.0,内蒙古·阿拉善盟·额济纳旗,内蒙古,阿拉善盟,105.728969,38.851892
1649,银子岩,4A景区,0.78,352,60.0,广西·桂林·荔浦县,广西,桂林,107.447113,31.694477
1650,芝麻开门水上威尼斯水上乐园,,0.0,0,0.0,内蒙古·包头·昆都仑区,内蒙古,包头,117.439194,32.560005
1651,石表山景区,4A景区,0.0,36,70.0,广西·梧州·藤县,广西,梧州,110.681839,23.116932
1652,都市现代农业园,,0.0,12,24.9,内蒙古·呼和浩特·赛罕区,内蒙古,呼和浩特,113.666252,34.771751
1653,包头乐园环球冰雪圣诞村,,0.0,0,0.0,内蒙古·包头·包头乐园,内蒙古,包头,109.828739,40.637957
1654,台北馥敦饭店南京馆日安西餐厅,,0.0,43,154.0,台湾·台北,台湾,台北,118.743065,31.980653
1655,阿嘉的家,,0.0,74,130.0,台湾·屏东·恒春古城,台湾,屏东,109.438957,24.303391
1656,阴阳海,,0.0,34,120.0,台湾·新北,台湾,新北,121.508903,25.044319
1657,新山梦湖,,0.0,51,0.1,台湾·新北,台湾,新北,121.508903,25.044319
1658,东山乐园,,0.0,77,0.1,台湾·台中,台湾,台中,117.888917,24.518083
1659,杉林溪,,0.0,38,0.1,台湾·南投,台湾,南投,121.508903,25.044319
1660,哈素海天鹅堡温泉,,0.0,92,69.0,内蒙古·呼和浩特·哈素海,内蒙古,呼和浩特,111.749180,40.842585
1661,清水河老牛湾,,0.0,51,37.0,内蒙古·呼和浩特·清水河县,内蒙古,呼和浩特,111.447168,39.647225
1662,黑城遗址,,0.0,66,4500.0,内蒙古·阿拉善盟·额济纳旗,内蒙古,阿拉善盟,111.470161,40.253613
1663,赛汗塔拉旅游娱乐园,3A景区,0.7,0,0.0,内蒙古·包头·青山区,内蒙古,包头,121.700897,47.106712
1664,呼和诺尔草原,4A景区,0.72,0,0.0,内蒙古·呼伦贝尔·陈巴尔虎旗,内蒙古,呼伦贝尔,119.765744,49.211574
1665,恩格贝旅游区,4A景区,0.74,0,0.0,内蒙古·鄂尔多斯·达拉特旗,内蒙古,鄂尔多斯,103.354568,25.620592
1666,打狗英国领事馆,,0.96,73,0.1,台湾·高雄,台湾,高雄,111.585587,21.940174
1667,大漠胡杨林旅游区,,0.0,0,0.0,内蒙古·阿拉善盟·额济纳旗,内蒙古,阿拉善盟,105.728969,38.851892
1668,腾格里沙漠,,0.0,10,248.0,内蒙古·阿拉善盟·阿拉善左旗,内蒙古,阿拉善盟,105.067238,37.946129
1669,九里温泉度假村,,0.0,84,64.0,内蒙古·包头·九原区,内蒙古,包头,111.602936,29.708321
1670,额济纳胡杨林,,0.0,370,240.0,内蒙古·阿拉善盟·额济纳旗,内蒙古,阿拉善盟,105.728969,38.851892
1671,象山公园,4A景区,0.0,322,27.5,广西·桂林,广西,桂林,121.883808,29.474231
1672,达永山四季滑雪馆,,0.0,0,0.0,内蒙古·呼伦贝尔·满洲里市,内蒙古,呼伦贝尔,117.618820,49.540649
1673,资源天门山,3A景区,0.7,44,28.0,广西·桂林·资源县,广西,桂林,110.685407,26.136816
1674,联众海洋之星水上乐园,,0.0,85,85.0,内蒙古·通辽·科尔沁左翼后旗,内蒙古,通辽,114.029526,22.539707
1675,《国色天香-大美首府》洛阳牡丹花节,,0.0,0,0.0,内蒙古·呼和浩特·赛罕区,内蒙古,呼和浩特,112.409044,34.661452
1676,平溪放天灯,,1.0,86,168.0,台湾·台北,台湾,台北,114.277985,30.597507
1677,凤凰谷风景区,,0.0,71,25.0,台湾·南投,台湾,南投,121.508903,25.044319
1678,大稻埕,,0.0,60,156.0,台湾·台北,台湾,台北,114.277985,30.597507
1679,台湾中山大学,,0.0,42,135.0,台湾·高雄,台湾,高雄,121.508903,25.044319
1680,船帆石,,0.0,31,115.0,台湾·屏东,台湾,屏东,109.438957,24.303391
1681,拉拉山,,0.0,89,0.1,台湾·桃园,台湾,桃园,121.438011,24.728062
1682,青草湖,,0.0,78,0.1,台湾·新竹,台湾,新竹,115.848053,24.934011
1683,石门水库,,1.0,51,0.1,台湾·桃园,台湾,桃园,111.123552,29.647896
1684,哈素海,3A景区,0.74,56,85.0,内蒙古·呼和浩特·土默特左旗,内蒙古,呼和浩特,110.975952,40.605656
1685,大沙头生态文化区,4A景区,0.0,67,48.0,内蒙古·鄂尔多斯·鄂托克旗,内蒙古,鄂尔多斯,109.372116,24.315842
1686,青青草原,,0.0,91,336.0,台湾·南投·清境农场,台湾,南投,121.508903,25.044319
1687,巴丹吉林沙漠,,0.0,76,70.0,内蒙古·阿拉善盟·阿拉善右旗,内蒙古,阿拉善盟,105.728969,38.851892
1688,油松王,,0.7,0,0.0,内蒙古·鄂尔多斯·准格尔旗,内蒙古,鄂尔多斯,109.781327,39.608266
1689,巴尔虎部落,4A景区,0.0,0,0.0,内蒙古·呼伦贝尔·新巴尔虎左旗,内蒙古,呼伦贝尔,80.713448,31.678905
1690,根河源国家湿地公园,4A景区,0.0,0,0.0,内蒙古·呼伦贝尔·根河市,内蒙古,呼伦贝尔,121.593075,50.811145
1691,旗津岛,,0.0,67,135.0,台湾·高雄,台湾,高雄,111.585587,21.940174
1692,大青山抗日根据地,,0.0,0,0.0,内蒙古·呼和浩特·武川县,内蒙古,呼和浩特,111.749180,40.842585
1693,乌拉特部落草原,,0.0,43,115.0,内蒙古·巴彦淖尔·乌拉特前旗,内蒙古,巴彦淖尔,107.387657,40.743213
1694,诺干湖景区,,0.0,85,40.0,内蒙古·呼伦贝尔·新巴尔虎左旗,内蒙古,呼伦贝尔,119.765744,49.211574
1695,大召寺,3A景区,0.9,596,33.5,内蒙古·呼和浩特·玉泉区,内蒙古,呼和浩特,111.749180,40.842585
1696,印象刘三姐,,0.82,454,99.0,广西·桂林·阳朔县,广西,桂林,110.290194,25.273566
1697,金龙山滑雪场,,0.0,0,0.0,内蒙古·呼伦贝尔·扎兰屯市,内蒙古,呼伦贝尔,119.765744,49.211574
1698,嘉和城温泉谷,4A景区,0.72,28,68.0,广西·南宁·兴宁区,广西,南宁,108.366543,22.817002
1699,包头海洋世界,,0.0,4,79.0,内蒙古·包头·青山区,内蒙古,包头,109.859548,40.658813
1700,阿尔丁植物园,,0.0,0,0.0,内蒙古·包头·昆都仑区,内蒙古,包头,102.814499,28.897961
1701,十分老街,,0.0,45,120.0,台湾·新北,台湾,新北,121.508903,25.044319
1702,花莲太鲁阁峡谷观光,,0.0,76,15.0,台湾·花莲,台湾,花莲,110.519630,23.805010
1703,林语堂先生纪念馆,,1.0,30,698.0,台湾·台北,台湾,台北,106.601028,29.535633
1704,台南公园,,0.0,31,999.0,台湾·台南,台湾,台南,121.353897,38.959846
1705,台北按次计算景点门票,,0.0,63,156.0,台湾·台北,台湾,台北,114.277985,30.597507
1706,台北君品酒店云轩,,0.0,58,144.0,台湾·台北,台湾,台北,121.516472,25.048243
1707,野柳地质公园,,0.9,10,17.0,台湾·新北,台湾,新北,121.508903,25.044319
1708,南湾游憩区,,0.0,73,115.0,台湾·屏东,台湾,屏东,109.438957,24.303391
1709,惠荪林场,,0.0,83,0.1,台湾·南投,台湾,南投,121.508903,25.044319
1710,溪州山登山步道,,0.0,58,0.1,台湾·桃园,台湾,桃园,106.809906,32.663643
1711,卑南文化公园,,0.0,75,0.1,台湾·台东,台湾,台东,121.508903,25.044319
